Director,Writer1,Writer2,Actor1,Actor2,Actor3,TotalAwards,Series,TomatoRev,AudienceRev,Income,Genre1,Genre2,Genre3,Label
Oliver Stone,Stephen J. Rivele,Christopher Wilkinson,Anthony Hopkins,Joan Allen,Powers Boothe,27,N,75,74, ,Biography,Drama,History,no
N/A,N/A, ,Jerry Cantrell,Layne Staley, ,0,N,N/A,N/A, ,Short, , ,no
Oliver Parker,Oliver Parker,William Shakespeare,Laurence Fishburne,Irène Jacob,Kenneth Branagh,3,N,68,64, ,Drama,Romance, ,no
Gabrielle Beaumont,Nancey Silvers, ,Jill Eikenberry,Laura Leighton,Rosemary Forsyth,1,N,N/A,N/A, ,Drama, , ,no
Wolfgang Petersen,Laurence Dworet,Robert Roy Pool,Dustin Hoffman,Rene Russo,Morgan Freeman,9,N,59,56, ,Action,Drama,Thriller,no
Alan Taylor,David Epstein, ,William Forsythe,Vincent Gallo,Adam Trese,3,N,64,63, ,Comedy,Crime, ,no
John G. Young,John G. Young, ,Gabriel Mann,Laurence Mason,Murphy Guyer,4,N,N/A,33, ,Drama,Romance, ,no
Daisy von Scherler Mayer,Harry Birckmayer,Harry Birckmayer,Parker Posey,Anthony DeSando,Guillermo Díaz,1,N,77,76, ,Comedy, , ,no
Anthony Hickox,Sam Bernard, ,C. Thomas Howell,Joan Severance,Marshall Bell,0,N,N/A,48, ,Thriller, , ,no
Mira Nair,Christine Bell,Robin Swicord,Marisa Tomei,Alfred Molina,Anjelica Huston,0,N,63,58, ,Comedy,Romance,Drama,no
Roger Michell,Jane Austen,Nick Dear,Amanda Root,Ciarán Hinds,Susan Fleetwood,9,N,83,83, ,Drama,Romance, ,no
Mike Gabriel,Carl Binder,Susannah Grant,Irene Bedard,Judy Kuhn,Mel Gibson,21,N,56,64, ,Animation,Adventure,Drama,no
Art Camacho,Joe Hart,Joe Hart,Ted Jan Roberts,Karen Valentine,Keith Coogan,0,N,N/A,70, ,Action, , ,no
Sam Raimi,Simon Moore, ,Sharon Stone,Gene Hackman,Russell Crowe,1,N,56,53, ,Action,Romance,Thriller,no
Elizabeth Sung,Peter Tulipan, ,Tamlyn Tomita,Chris Tashima,Brenda Song,1,N,N/A,N/A, ,Short, , ,no
Michael Hoffman,Rose Tremain,Rupert Walters,Robert Downey Jr.,Sam Neill,David Thewlis,4,N,69,59, ,Biography,Drama,History,no
Michael Caton-Jones,Alan Sharp, ,Liam Neeson,Jessica Lange,John Hurt,5,N,72,75, ,Adventure,Biography,History,no
Chris Bailey,Tim Hauser, ,Wayne Allwine,Russi Taylor,Kelsey Grammer,0,N,N/A,N/A, ,Animation,Short,Comedy,no
Sydney Pollack,Samuel A. Taylor,Billy Wilder,Harrison Ford,Julia Ormond,Greg Kinnear,8,N,65,64, ,Comedy,Drama, ,yesComedy
Todd Haynes,Todd Haynes, ,Julianne Moore,Xander Berkeley,Dean Norris,16,N,85,75, ,Drama, , ,no
Michael Schultz,Glenn Davis,William Laurin,Matthew Walker,Corey Carrier,David Eisner,1,N,N/A,N/A, ,N/A, , ,no
Vincent O'Connell,Sarah Kane, ,Ewen Bremner,Marcia Rose,Yemi Ajibade,3,N,N/A,N/A, ,Short,Drama, ,no
Robert M. Young,Ron Hutchinson, ,Edward James Olmos,Sherilyn Fenn,Adrian Pasdar,0,N,N/A,N/A, ,Drama, , ,no
Wayne Wang,Paul Auster, ,Giancarlo Esposito,José Zúñiga,Stephen Gevedon,17,N,93,89, ,Comedy,Drama, ,no
Trey Parker,N/A, ,Trey Parker,Matt Stone, ,2,N,N/A,N/A, ,Animation,Comedy,Short,no
Nigel Finch,Rikki Beadle Blair,Martin Duberman,Guillermo Díaz,Frederick Weller,Brendan Corbalis,5,N,63,68, ,Comedy,Drama,History,no
Kathryn Bigelow,James Cameron,James Cameron,Ralph Fiennes,Angela Bassett,Juliette Lewis,6,N,63,73, ,Action,Crime,Drama,no
Jan Egleson,Raymond Hartung,Raymond Hartung,Connie Sellecca,Alyssa Milano,Vincent Ventresca,0,N,N/A,33, ,Drama, , ,no
Gus Van Sant,Joyce Maynard,Buck Henry,Nicole Kidman,Matt Dillon,Joaquin Phoenix,19,N,87,65, ,Comedy,Crime,Drama,no
John Lasseter,John Lasseter,Pete Docter,Tom Hanks,Tim Allen,Don Rickles,44,N,100,92, ,Animation,Adventure,Comedy,yesComedy
Frank Pierson,David McCullough,Thomas Rickman,Gary Sinise,Diana Scarwid,Richard Dysart,20,N,88,74, ,Biography,Drama, ,no
Terry Gilliam,Chris Marker,David Webb Peoples,Joseph Melito,Bruce Willis,Jon Seda,29,N,88,88, ,Mystery,Sci-Fi,Thriller,no
Steven Soderbergh,Don Tracy,Steven Soderbergh,Peter Gallagher,Alison Elliott,William Fichtner,1,N,57,38, ,Crime,Thriller, ,no
Bryan Singer,Christopher McQuarrie, ,Stephen Baldwin,Gabriel Byrne,Benicio Del Toro,50,N,88,96, ,Crime,Drama,Mystery,no
Todd Solondz,Todd Solondz, ,Heather Matarazzo,Victoria Davis,Christina Brucato,18,N,90,86, ,Comedy,Drama, ,no
Ernest Thompson,Ernest Thompson,Ernest Thompson,Shirley MacLaine,Liza Minnelli,Jennifer Grey,0,N,N/A,60, ,Drama, , ,no
Jon Turteltaub,Daniel G. Sullivan,Fredric LeBow,Sandra Bullock,Bill Pullman,Peter Gallagher,9,N,80,79, ,Comedy,Drama,Romance,no
Tom Noonan,Tom Noonan, ,Julie Hagerty,Tom Noonan,Wallace Shawn,1,N,N/A,93, ,Comedy,Drama, ,no
Walter Hill,Peter Dexter,Thomas Babe,Jeff Bridges,Ellen Barkin,John Hurt,3,N,N/A,N/A, ,Action,Biography,History,no
Donald Cammell,China Kong,Donald Cammell,Christopher Walken,Joan Chen,Steven Bauer,0,N,N/A,88, ,Action,Thriller, ,no
Jean-Jacques Annaud,Alain Godard,Jean-Jacques Annaud,Craig Sheffer,Tom Hulce,Elizabeth McGovern,0,N,N/A,N/A, ,Adventure,Romance, ,no
John Herzfeld,John Herzfeld, ,Danny Aiello,Greg Cruttwell,Jeff Daniels,1,N,60,54, ,Comedy,Crime,Thriller,no
Kenneth Johnson,Rockne S. O'Bannon,Kenneth Johnson,Gary Graham,Eric Pierpoint,Michele Scarabelli,1,N,N/A,43, ,Sci-Fi, , ,no
Kenneth Johnson,Rockne S. O'Bannon,Kenneth Johnson,Gary Graham,Eric Pierpoint,Michele Scarabelli,3,N,N/A,53, ,Sci-Fi, , ,no
Larry Leker,Mark Young,Kelly Ward,Bebe Neuwirth,Ernest Borgnine,Charlie Sheen,2,N,N/A,38, ,Animation,Adventure,Family,no
John Frankenheimer,David W. Rintels, ,Jarrod Emick,Frederic Forrest,Ted Marcoux,13,N,N/A,81, ,Drama,History,War,no
David Twohy,David Twohy, ,Charlie Sheen,Lindsay Crouse,Richard Schiff,2,N,63,43, ,Sci-Fi,Thriller, ,no
Roger Nygard,Scott Nimerfro,Roger Nygard,Michael Rooker,Ryo Ishibashi,Danielle Harris,0,N,N/A,17, ,Action,Drama, ,no
Julian Schnabel,Lech Majewski,John Bowe,Jeffrey Wright,Michael Wincott,Benicio Del Toro,5,N,N/A,20, ,Biography,Drama, ,no
Anjelica Huston,Dorothy Allison,Anne Meredith,Jennifer Jason Leigh,Ron Eldard,Glenne Headly,22,N,100,83, ,Drama, , ,no
Armin Mueller-Stahl,Tom Abrams,Armin Mueller-Stahl,Armin Mueller-Stahl,Bob Balaban,Hark Bohm,0,N,N/A,N/A, ,Drama, , ,no
Ted Demme,Scott Rosenberg, ,Matt Dillon,Noah Emmerich,Annabeth Gish,4,N,79,81, ,Comedy,Drama,Romance,no
Mike Judge,Mike Judge,Joe Stillman,Mike Judge,Bruce Willis,Demi Moore,5,N,72,69, ,Animation,Adventure,Comedy,no
Campbell Scott,Stanley Tucci,Joseph Tropiano,Marc Anthony,Tony Shalhoub,Stanley Tucci,26,N,96,84, ,Drama,Romance, ,no
Mike Nichols,Jean Poiret,Francis Veber,Robin Williams,Gene Hackman,Nathan Lane,28,N,79,80, ,Comedy, , ,yesComedy
Amanda Jane,Amanda Jane, ,Raelee Hill,Jason Raftopoulos, ,1,N,N/A,N/A, ,Short, , ,no
Bob Rafelson,Nick Villiers,Bob Rafelson,Jack Nicholson,Stephen Dorff,Jennifer Lopez,2,N,61,35, ,Crime,Drama,Thriller,no
Wes Anderson,Owen Wilson,Wes Anderson,Luke Wilson,Owen Wilson,Ned Dowd,2,N,85,80, ,Comedy,Crime,Drama,no
Lana Wachowski,Lilly Wachowski,Lana Wachowski,Jennifer Tilly,Gina Gershon,Joe Pantoliano,18,N,92,82, ,Crime,Romance,Thriller,no
Tom DiCillo,Tom DiCillo, ,John Turturro,Sam Rockwell,Catherine Keener,2,N,59,81, ,Comedy,Drama, ,no
John Erman,Tom Griffin,William Blinn,Nathan Lane,Robert Sean Leonard,Tony Goldwyn,6,N,N/A,88, ,Comedy,Drama, ,no
Mark Herman,Mark Herman, ,Pete Postlethwaite,Tara Fitzgerald,Ewan McGregor,17,N,79,79, ,Comedy,Drama,Romance,no
Lars von Trier,Lars von Trier,Peter Asmussen,Emily Watson,Stellan Skarsgård,Katrin Cartlidge,68,N,86,91, ,Drama,Romance, ,yesDrama
John Woo,Graham Yost, ,John Travolta,Christian Slater,Samantha Mathis,4,N,53,44, ,Action,Crime,Thriller,no
Julien Temple,Mickey Rourke,Bruce Rubenstein,Mickey Rourke,Frank Senger,Adrien Brody,0,N,N/A,70, ,Action,Crime,Drama,no
Alessandro De Gaetano,Alessandro De Gaetano, ,Judy Tenuta,Paul Denniston,Jason Teresi,0,N,N/A,40, ,Comedy, , ,no
Ben Stiller,Lou Holtz Jr., ,Jim Carrey,Matthew Broderick,Leslie Mann,4,N,54,51, ,Comedy,Drama,Thriller,no
Bruno Barreto,Jim Harrison,Ed Jones,Dennis Hopper,Amy Irving,Amy Locane,0,N,64,42, ,Drama,Romance, ,no
Paris Barclay,Tim Kazurinsky,Denise DeClue,Sinbad,James Coburn,Gregory Hines,0,N,N/A,60, ,Comedy,Western, ,no
Larry Peerce,Stephen Alix,Stephen Alix,Robert Hays,Bess Armstrong,Erik von Detten,3,N,N/A,40, ,Comedy,Fantasy, ,no
Alexander Payne,Alexander Payne,Jim Taylor,Laura Dern,Swoosie Kurtz,Kurtwood Smith,5,N,80,73, ,Comedy,Drama, ,no
Harold Becker,Ken Lipper,Paul Schrader,Al Pacino,John Cusack,Bridget Fonda,1,N,54,38, ,Drama, , ,no
Przemyslaw Reut,Przemyslaw Reut, ,Michael Mauro,Eric Leffler,Tom Straw,0,N,N/A,N/A, ,Mystery,Thriller, ,no
Christopher Munch,Christopher Munch, ,Peter Alexander,Jeri Arredondo,Henry Gibson,5,N,N/A,N/A, ,Drama, , ,no
Edward Zwick,Patrick Sheane Duncan, ,Denzel Washington,Meg Ryan,Lou Diamond Phillips,16,N,85,65, ,Action,Drama,Mystery,no
Nicholas Hytner,Arthur Miller,Arthur Miller,Daniel Day-Lewis,Winona Ryder,Paul Scofield,31,N,67,66, ,Drama,History, ,no
Leonard Katzman,Arthur Bernard Lewis,Leonard Katzman,Rosalind Allen,Chris Demetral,Patrick Duffy,1,N,N/A,72, ,Drama, , ,no
Greg Mottola,Greg Mottola, ,Stanley Tucci,Hope Davis,Pat McNamara,9,N,74,75, ,Comedy,Drama, ,no
Peter Roger Hunt,Peter S. Fischer, ,Barbara Eden,William Shatner,Roddy McDowall,0,N,N/A,N/A, ,Mystery,Thriller, ,no
David Frankel,David Frankel, ,Bruce Altman,Jeff Blumenkrantz,Cheryl Freeman,0,N,N/A,N/A, ,Comedy,Short, ,no
Brian Yuzna,Dennis Paoli,Stuart Gordon,Corbin Bernsen,Linda Hoffman,Michael Stadvec,5,N,0,29, ,Horror, , ,no
Geoff Murphy,Tom Epperson,Billy Bob Thornton,Eric Stoltz,John Corbett,Josh Hamilton,0,N,N/A,18, ,Action,Thriller, ,no
N/A,N/A, ,Tim Conway,Shawn Hess,Tim Conway Jr.,0,N,N/A,N/A, ,Comedy,Sport, ,no
John Walsh,John Walsh, ,Matt Ross,Catherine Curtin,Timothy Pilato,0,N,80,29, ,Romance,Comedy, ,no
Douglas McGrath,Jane Austen,Douglas McGrath,Gwyneth Paltrow,James Cosmo,Greta Scacchi,10,N,N/A,73, ,Comedy,Drama,Romance,no
Barry J. Hershey,R. Buckingham,Barry J. Hershey,Norman Rodway,Camilla Søeberg,Peter Michael Goetz,8,N,71,80, ,Drama,History,War,no
Anthony Minghella,Michael Ondaatje,Anthony Minghella,Ralph Fiennes,Juliette Binoche,Willem Dafoe,124,N,84,83, ,Drama,Romance,War,yesDrama
John Carpenter,John Carpenter,Nick Castle,Kurt Russell,Steve Buscemi,Peter Fonda,2,Y,53,39, ,Action,Adventure,Sci-Fi,no
Woody Allen,Woody Allen, ,Edward Norton,Drew Barrymore,Diva Gray,23,N,79,68, ,Comedy,Musical,Romance,yesComedy
Alan Parker,Tim Rice,Alan Parker,Madonna,Antonio Banderas,Jonathan Pryce,56,N,62,69, ,Biography,Drama,History,yesComedy
Stuart Baird,Jim Thomas,John Thomas,Kurt Russell,Steven Seagal,Halle Berry,4,N,63,53, ,Action,Adventure,Thriller,no
Michael Apted,Michael Palmer,Tony Gilroy,Hugh Grant,Gene Hackman,Sarah Jessica Parker,0,N,55,40, ,Crime,Drama,Mystery,no
John Schlesinger,Erika Holzer,Amanda Silver,Sally Field,Ed Harris,Olivia Burnette,0,N,N/A,N/A, ,Crime,Drama,Thriller,no
Richard Pearce,Billy Bob Thornton,Tom Epperson,Robert Duvall,James Earl Jones,Michael Beach,5,N,73,71, ,Comedy,Drama, ,no
Joel Coen,Ethan Coen,Joel Coen,William H. Macy,Steve Buscemi,Peter Stormare,128,N,94,93, ,Crime,Drama,Thriller,yesComedy
David O. Russell,David O. Russell, ,Ben Stiller,Patricia Arquette,Téa Leoni,9,N,87,69, ,Comedy, , ,no
Carroll Ballard,Bill Lishman,Robert Rodat,Jeff Daniels,Anna Paquin,Dana Delany,10,N,86,69, ,Adventure,Drama,Family,no
Peter Bratt,Peter Bratt, ,Alfre Woodard,Jesse Borrego,Salma Hayek,2,N,N/A,N/A, ,Drama, , ,no
Bob Saget,Susan Rice, ,Dana Delany,Polly Bergen,Harold Gould,0,N,N/A,N/A, ,Drama, , ,no
Matthew Bright,Matthew Bright, ,Kiefer Sutherland,Reese Witherspoon,Bokeem Woodbine,10,N,76,77, ,Comedy,Crime,Drama,no
Alan Metzger,D. Victor Hawkins,Tom Nelson,Jack Wagner,Shelley Hack,Nicole Eggert,0,N,N/A,N/A, ,Drama, , ,no
Peter Jackson,Fran Walsh,Peter Jackson,Michael J. Fox,Trini Alvarado,Peter Dobson,11,N,64,71, ,Comedy,Fantasy,Horror,no
Robert Rodriguez,Robert Kurtzman,Quentin Tarantino,George Clooney,Quentin Tarantino,Harvey Keitel,13,N,64,76, ,Action,Crime,Horror,no
Abel Ferrara,Nicholas St. John, ,Christopher Walken,Chris Penn,Annabella Sciorra,8,N,79,68, ,Crime,Drama, ,no
Mario Van Peebles,Rick Natkin,David Fuller,Mario Van Peebles,Josh Brolin,Cynda Williams,0,N,N/A,33, ,Action,Crime,Drama,no
Spike Lee,Reggie Rock Bythewood, ,Richard Belzer,De'aundre Bonds,Andre Braugher,7,N,88,71, ,Drama,History, ,no
Penelope Buitenhuis,John Hunter,Martin O'Malley,Peter Outerbridge,Thomas Mitchell,Alberta Watson,3,N,N/A,N/A, ,Drama, , ,no
Jim McKay,Jim McKay,Denise Casano,Lili Taylor,Bruklin Harris,Anna Grace,5,N,88,81, ,Comedy,Drama, ,no
Bill Norton,David Protess,Rob Warden,Shannen Doherty,Kevin Dillon,Lawrence Hanson,0,N,N/A,85, ,Drama, , ,no
Robert Harmon,Jerry Capeci,Gene Mustain,Armand Assante,William Forsythe,Richard C. Sarafian,22,N,60,83, ,Biography,Crime,Drama,no
Allison Anders,Allison Anders, ,Illeana Douglas,Sissy Boyd,Christina Pickles,3,N,77,81, ,Comedy,Drama,Music,no
Jonas Pate,Peter Glatzer,Jonas Pate,Craig Sheffer,Gabrielle Anwar,Josh Charles,2,N,N/A,57, ,Comedy,Horror, ,no
Steven Soderbergh,Spalding Gray,Renée Shafransky,Spalding Gray,Mike McLaughlin,Melissa Robertson,0,N,53,75, ,Comedy,Drama, ,no
Kenneth Branagh,William Shakespeare,Kenneth Branagh,Riz Abbasi,Richard Attenborough,David Blair,32,N,95,89, ,Drama, , ,no
Dennis Dugan,Tim Herlihy,Adam Sandler,Adam Sandler,Christopher McDonald,Julie Bowen,5,N,60,85, ,Comedy,Sport, ,no
Paul Thomas Anderson,Paul Thomas Anderson, ,Philip Baker Hall,John C. Reilly,Gwyneth Paltrow,9,N,83,83, ,Crime,Drama, ,no
David R. Ellis,Chris Hauty,Julie Hickson,Michael J. Fox,Sally Field,Ralph Waite,2,Y,53,44, ,Adventure,Comedy,Family,no
Gary Trousdale,Tab Murphy,Victor Hugo,Jason Alexander,Tom Hulce,Mary Kay Bergman,30,N,73,70, ,Animation,Drama,Family,no
Rick Castro,Rick Castro,Bruce La Bruce,Tony Ward,Bruce La Bruce,Kevin P. Scott,0,N,N/A,48, ,Drama,Romance, ,no
Mary Harron,Jeremiah Newton,Diane Tucker,Lili Taylor,Jared Harris,Martha Plimpton,11,N,77,70, ,Biography,Drama, ,no
Cher,Pamela Wallace,Earl W. Wallace,Demi Moore,Shirley Knight,Catherine Keener,18,N,88,73, ,Drama,Thriller, ,no
Jonathan Kaplan,Truman Capote,Benedict Fitzgerald,Anthony Edwards,Eric Roberts,Sam Neill,8,N,N/A,15, ,Crime,Drama,History,no
Roland Emmerich,Dean Devlin,Roland Emmerich,Will Smith,Bill Pullman,Jeff Goldblum,67,N,61,75, ,Action,Adventure,Sci-Fi,no
Matthew Broderick,Richard Feynman,Ralph Leighton,Matthew Broderick,Jeffrey Force,Peter Riegert,0,N,62,36, ,Biography,Drama, ,no
Olivier Assayas,Olivier Assayas, ,Maggie Cheung,Jean-Pierre Léaud,Nathalie Richard,5,N,91,70, ,Comedy,Drama, ,no
Glenn Jordan,Neil Simon,Neil Simon,Alan Alda,Anne Archer,Lolita Davidovich,0,N,N/A,N/A, ,Drama,Comedy, ,no
Henry Selick,Roald Dahl,Karey Kirkpatrick,Simon Callow,Richard Dreyfuss,Jane Leeves,13,N,93,65, ,Animation,Adventure,Family,no
Franco Zeffirelli,Charlotte Brontë,Hugh Whitemore,Anna Paquin,Nic Knight,Nicola Howard,1,N,74,67, ,Drama,Romance, ,no
Cameron Crowe,Cameron Crowe, ,Tom Cruise,Cuba Gooding Jr.,Renée Zellweger,63,N,82,79, ,Comedy,Drama,Romance,yesComedy
Robert McGinley,Robert McGinley, ,Justin Whalin,Spalding Gray,Sean Michael Magee,0,N,N/A,N/A, ,Short, , ,no
Scott Silver,Scott Silver, ,David Arquette,Lukas Haas,Tony Epper,3,N,54,59, ,Drama, , ,no
Robert Altman,Robert Altman,Frank Barhydt,Jennifer Jason Leigh,Miranda Richardson,Harry Belafonte,4,N,63,43, ,Crime,Drama,Music,no
Roy Allen Smith,Dev Ross,Judy Freudberg,John Ingle,Candace Hutson,Heather Hogan,2,Y,N/A,44, ,Animation,Adventure,Family,no
Peter Markle,Dayton Callie, ,Dennis Hopper,Daryl Hannah,Michael Madsen,0,N,N/A,46, ,Comedy,Crime,Drama,no
Betty Thomas,Bill Carter,Bill Carter,Kathy Bates,John Michael Higgins,Daniel Roebuck,15,N,N/A,58, ,Comedy,Drama,Talk-Show,no
Kevin Connor,Gerald Di Pego, ,Paul Scofield,Noley Thornton,Rosemary Harris,0,N,N/A,100, ,Drama, , ,no
John Henderson,John Fusco, ,Ted Danson,Joely Richardson,Ian Holm,2,N,N/A,28, ,Adventure,Drama,Fantasy,no
John Sayles,John Sayles, ,Stephen Mendillo,Stephen J. Lang,Chris Cooper,32,N,93,83, ,Crime,Drama,Mystery,no
Renny Harlin,Shane Black, ,Geena Davis,Samuel L. Jackson,Yvonne Zima,3,N,67,70, ,Action,Crime,Drama,no
Joseph Bologna,Gabriel Bologna,Joseph Bologna,Lainie Kazan,Joseph Bologna,Barbara Carrera,0,N,N/A,46, ,Comedy,Romance, ,no
William A. Graham,Peter Z. Malkin,Harry Stein,Robert Duvall,Arliss Howard,Jeffrey Tambor,8,N,N/A,60, ,Drama,History,War,no
Lisa Krueger,Lisa Krueger, ,Mary Kay Place,Scarlett Johansson,Aleksa Palladino,5,N,62,58, ,Comedy,Drama, ,no
Jerry Zaks,Scott McPherson,Scott McPherson,Meryl Streep,Leonardo DiCaprio,Diane Keaton,17,N,80,62, ,Drama, , ,no
Danny DeVito,Roald Dahl,Nicholas Kazan,Mara Wilson,Danny DeVito,Rhea Perlman,10,N,90,72, ,Comedy,Family,Fantasy,no
Barbra Streisand,André Cayatte,Gérard Oury,Barbra Streisand,Jeff Bridges,Lauren Bacall,14,N,53,72, ,Comedy,Drama,Romance,no
Brian De Palma,Bruce Geller,David Koepp,Tom Cruise,Jon Voight,Emmanuelle Béart,16,N,63,71, ,Action,Adventure,Thriller,no
Kevin Dowling,Leonard Glasser, ,Danny Aiello,Anne Archer,Michael Biehn,0,N,N/A,29, ,Comedy,Romance,Thriller,no
Albert Brooks,Albert Brooks,Monica Mcgowan Johnson,Paul Collins,Laura Weekes,Albert Brooks,6,N,89,75, ,Comedy,Drama, ,no
Keith Gordon,Kurt Vonnegut Jr.,Robert B. Weide,Nick Nolte,Sheryl Lee,Alan Arkin,0,N,64,75, ,Drama,Romance,War,no
Sam Pillsbury,Norman Morrill, ,Lindsay Wagner,Debrah Farentino,John Terry,0,N,N/A,N/A, ,Drama, , ,no
Terry Hughes,Mark Saltzman, ,Angela Lansbury,Michael Jeter,Terrence Mann,8,N,N/A,61, ,Comedy,Family,Fantasy,no
Brian Henson,Robert Louis Stevenson,Jerry Juhl,Tim Curry,Billy Connolly,Jennifer Saunders,4,N,70,76, ,Action,Adventure,Comedy,no
Jim Mallon,Michael J. Nelson,Trace Beaulieu,Trace Beaulieu,Michael J. Nelson,Jim Mallon,1,Y,80,88, ,Comedy,Sci-Fi, ,no
Tim Fywell,Anthony Summers,Jill Isaacs,Ashley Judd,Mira Sorvino,Josh Charles,7,N,60,42, ,Biography,Drama, ,no
Tom Shadyac,Jerry Lewis,Bill Richmond,Eddie Murphy,Jada Pinkett Smith,James Coburn,20,N,64,44, ,Comedy,Romance,Sci-Fi,no
Paul Greengrass,Paul Greengrass,Chris Ryan,Jody Abrahams,Nick Brimble,Simon Burke,0,N,N/A,64, ,Action,Drama,Thriller,no
Milos Forman,Scott Alexander,Larry Karaszewski,Woody Harrelson,Courtney Love,Edward Norton,55,N,87,80, ,Biography,Drama,History,yesDrama
Bryan Gordon,Bryan Gordon, ,Josh Charles,Anne Heche,John Goodman,0,N,N/A,43, ,Comedy,Romance, ,no
Penny Marshall,Robert Nathan,Robert E. Sherwood,Denzel Washington,Whitney Houston,Courtney B. Vance,8,N,60,52, ,Comedy,Drama,Fantasy,no
Gregory Hoblit,William Diehl,Steve Shagan,Richard Gere,Laura Linney,John Mahoney,21,N,74,89, ,Crime,Drama,Mystery,no
Ismail Merchant,Jean-Marie Besset,George W.S. Trow,Jeanne Moreau,Sean Young,Sam Waterston,0,N,N/A,N/A, ,Drama, , ,no
Jay Chandrasekhar,Jay Chandrasekhar,Kevin Heffernan,Jay Chandrasekhar,Kevin Heffernan,Steve Lemme,1,N,N/A,42, ,Comedy,Drama,Romance,no
Ron Howard,Cyril Hume,Richard Maibaum,Mel Gibson,Rene Russo,Brawley Nolte,8,N,75,62, ,Crime,Thriller, ,no
N/A,N/A, ,Dave Brockie,Beefcake The Mighty,Balsac the Jaws of Death,0,N,N/A,N/A, ,Music, , ,no
Charles Haid,Zane Grey,Gill Dennis,Ed Harris,Amy Madigan,Henry Thomas,4,N,N/A,53, ,Drama,Romance,Western,no
Michael Bay,David Weisberg,Douglas Cook,Sean Connery,Nicolas Cage,Ed Harris,18,N,66,86, ,Action,Adventure,Thriller,no
Tibor Takács,Barney Cohen,Kathryn Wallack,Melissa Joan Hart,Sherry Miller,Charlene Fernetz,0,Y,N/A,52, ,Comedy,Family,Fantasy,no
Nicolas Roeg,Allan Scott, ,Eric Thal,Elizabeth Hurley,Michael Gambon,0,N,N/A,61, ,Adventure,Drama,History,no
Steven Soderbergh,N/A, ,Miles Hardy, , ,0,N,59,81, ,Comedy,Fantasy,Mystery,no
Wes Craven,Kevin Williamson, ,Drew Barrymore,Roger Jackson,Kevin Patrick Walls,15,N,79,78, ,Horror,Mystery, ,no
F. Gary Gray,Takashi Bufford,Takashi Bufford,Jada Pinkett Smith,Queen Latifah,Vivica A. Fox,10,N,63,90, ,Action,Crime,Drama,no
Bethany Rooney,Kathleen Rowell, ,Candace Cameron Bure,Mark-Paul Gosselaar,Jenna von Oÿ,0,N,N/A,60, ,Drama, , ,no
Edward Burns,Edward Burns, ,John Mahoney,Edward Burns,Michael McGlone,2,N,61,41, ,Comedy,Drama,Romance,no
Dale Rosenbloom,Phyllis Reynolds Naylor,Dale Rosenbloom,Scott Wilson,Blake Heron,Bonnie Bartlett,4,N,70,65, ,Drama,Family, ,no
Russell Mulcahy,Sergio Altieri, ,Dolph Lundgren,Gina Bellman,Conrad Dunn,0,N,N/A,33, ,Action,Drama,Thriller,no
Francisco J. Lombardi,Augusto Cabada,Fyodor Dostoevsky,José Luis Ruiz Barahona,Ana Risueño,Diego Bertie,8,N,N/A,N/A, ,Crime,Drama,Romance,no
Barry Levinson,Lorenzo Carcaterra,Barry Levinson,Kevin Bacon,Billy Crudup,Robert De Niro,6,N,74,85, ,Crime,Drama,Thriller,no
Billy Bob Thornton,Billy Bob Thornton,Billy Bob Thornton,Billy Bob Thornton,Dwight Yoakam,J.T. Walsh,25,N,96,93, ,Drama, , ,no
Jonathan Frakes,Gene Roddenberry,Rick Berman,Patrick Stewart,Jonathan Frakes,Brent Spiner,28,Y,93,89, ,Action,Adventure,Drama,no
Bernardo Bertolucci,Bernardo Bertolucci,Susan Minot,Carlo Cecchi,Sinéad Cusack,Joseph Fiennes,14,N,53,75, ,Drama,Mystery,Romance,no
Bob Clark,Tim Cagney, ,Mary Tyler Moore,Linda Lavin,Nathan Watt,1,N,N/A,N/A, ,Drama, , ,no
Daniel J. Sullivan,Jon Robin Baitz,Jon Robin Baitz,Tony Goldwyn,Benjamin Ungar,Timothy Hutton,2,N,60,32, ,Drama, , ,no
John Blizek,Douglas Sloan,Shuki Levy,Amy Jo Johnson,Ernie Prentice,Bentley Mitchum,0,N,N/A,75, ,Comedy,Drama,Family,no
Ron Lagomarsino,Joyce Eliason, ,Beverly D'Angelo,Jenny Lewis,Rob Estes,0,N,N/A,50, ,Drama, , ,no
Doug Liman,Jon Favreau, ,Jon Favreau,Vince Vaughn,Ron Livingston,6,N,87,89, ,Comedy,Drama, ,no
Bob Rafelson,Hetty Baynes,Jonathan Brett,Sharon Angela,Richard Barboza,Hetty Baynes,0,N,60,N/A, ,Drama,Comedy, ,no
Tom Hanks,Tom Hanks, ,Tom Everett Scott,Liv Tyler,Johnathon Schaech,9,N,93,78, ,Comedy,Drama,Music,no
Joel Schumacher,John Grisham,Akiva Goldsman,Matthew McConaughey,Sandra Bullock,Samuel L. Jackson,19,N,67,85, ,Crime,Drama,Thriller,no
Ron Shelton,John Norville,Ron Shelton,Kevin Costner,Rene Russo,Don Johnson,3,N,69,65, ,Comedy,Drama,Romance,no
Bruce Pittman,Carol Mendelsohn, ,Alyssa Milano,Cameron Bancroft,Winston Rekert,0,N,N/A,28, ,Adventure,Drama, ,no
